business_id,labels
3npq7,0   3  5 6  8
3nw71,1 2  4 5 6 7
3o0k1,2 3     8
3odrn,2  4 5 6
3oebi,0   3  5   8
3ohep,0 1 2 3  5 6 7
3ojhw,2    6
3ok9v,6  8
3omvg,1 2 3 4 5 6 7
3onrh,0        8
3oyw2,1 2    6  8
3p0bb,0 1  3  5   8
3p3da,3     8
3p5w1,1 2  4 5 6 7
3pdhd,0   3  5   8
3pjvf,0   3     8
3pmcs,1 2 3  5 6 7
3pozb,0 1 2 3 4 5 6 7 8
3pvg0,0   3     8
3q1fz,1 2 3  5 6  8
3q1nt,1 2   5 6  8
3q2xo,3  5 6  8
3q5h7,1 2  4 5 6
3q8rd,1 2 3 4 5 6 7
3qash,1 2  4 5 6 7
3qdz1,0        8
3qvua,0 1 2 3 4 5 6
3qw0y,1 2  4 5 6 7
3r5iq,0   3     8
3rata,1 2 3 4 5 6 7
3re4h,3     8
3rea5,1 2 3  5 6
3rh85,0   3  5   8
3rqqs,0 1  3
3ru0h,0   3  5 6  8
3rxt6,3     8
3s322,1 2 3 4 5 6 7
3s33a,1 2 3  5 6 7 8
3s8ky,0   3 4 5
3s99t,3     8
3scb6,1 2 3 4 5 6 7
3sfye,1 2 3  5 6 7
3sgoc,1 2 3  5 6 7
3sh8x,1 2 3 4 5 6 7
3sixj,1 2  4 5 6
3sjqz,8
3snbw,0   3  5   8
3suu4,0  2    6  8
3t4ux,0   3     8
3ths5,2   5 6  8
3tkii,5   8
3tkvc,1 2   5 6 7 8
3tlno,3     8
3ttac,3  5 6
3ttkn,2    6  8
3tugl,1 2 3 4 5 6  8
3tv9h,1 2 3 4 5 6
3ty8o,6  8
3u1dr,5 6  8
3u2xp,1 2 3 4 5 6 7 8
3u7bv,1 2   5 6 7
3uady,6  8
3ucqw,1 2    6 7 8
3uj3x,3     8
3uojh,3  5   8
3uopw,0   3  5   8
3us2u,3     8
3us9s,3   6  8
3uzvp,0   3     8
3v1qr,6  8
3v9x5,6  8
3vfiz,0   3  5 6  8
3vjyi,0   3  5   8
3vrix,1 2  4 5 6 7
3vuja,0        8
3vv8j,1 2 3 4 5 6
3vvch,1 2  4 5 6 7 8
3w12v,1 2   5 6  8
3w7go,0  2 3  5 6 7 8
3wa7e,1 2  4 5 6 7
3wla7,1 2  4 5 6
3wt35,3   6  8
3wzpy,1 2 3 4 5 6 7
3x2p1,1 2  4 5 6 7
3x5vt,0  2    6  8
3xiqa,1 2 3 4 5 6
3xoea,2   5   8
3xsjo,1    5
3xxqo,0 1       8
3yksr,1 2  4 5 6
3yowd,6  8
3yp11,0        8
3ytl4,0  2 3  5 6
3ytpf,0   3     8
3yuoy,1 2 3  5 6 7
3yutj,6  8
3yw0r,0   3     8
3yz1o,3     8
3z35t,2  4 5 6
3zc30,1 2 3 4 5 6
3zhv1,1    5 6
3zo1q,0 1    5 6  8
3zxx3,1 2  4 5 6
3zyg8,8
4051c,3    7 8
405m5,1 2   5 6  8
40a5n,0   3  5
40b18,1 2 3 4 5 6 7 8
40k83,0        8
40m1h,0        8
413x5,1 2  4 5 6 7
4166n,5 6  8
4184t,0 1       8
41ceo,1 2   5 6 7
41ih3,5 6
41mcz,5 6  8
41nrc,1 2 3  5 6  8
41op5,3   6  8
41p7x,1 2 3  5 6 7
41p7y,1 2 3  5 6  8
41r1s,1 2 3  5 6 7
41rks,1 2   5 6
41u8h,1 2  4 5 6
41wl9,0   3  5   8
424fd,1     6  8
428qn,0   3  5   8
42chg,0  2 3  5 6  8
42kip,0      6  8
435hp,1 2  4 5 6 7
43cgr,1 2  4  6 7
43iah,0 1 2 3  5 6  8
43ndv,3   6  8
43q1l,6  8
43qbi,6  8
43raw,1 2 3  5 6  8
44040,1 2  4 5 6 7
44a2o,0   3     8
44kri,0   3     8
44ob3,6  8
44uar,1 2   5 6  8
44xvi,6  8
44yd1,1 2 3 4 5 6 7
456hu,0   3     8
4570i,0      6  8
45mki,2   5 6  8
45nqg,1    5 6 7
45p3a,3     8
45puk,5   8
45pxp,3  5 6  8
45wtd,0 1  3  5   8
46158,1 2  4 5 6 7 8
464if,1 2 3  5 6 7
466bp,1 2   5 6
4696o,3     8
46b4l,1 2 3  5 6
46b7v,1 2  4 5 6 7
46fnw,1 2  4 5 6 7
46gtt,3  5   8
46tfq,1 2   5 6 7
46vkz,0   3  5   8
4708h,0   3     8
4720r,0  2    6  8
47po7,0  2  4 5 6 7 8
47zm0,1 2 3 4 5 6 7
48gq7,1 2 3     8
48myl,0   3  5 6
48t5s,1 2   5 6  8
49dks,1 2 3 4 5 6 7 8
49ftu,0  2  4 5 6 7 8
49jdr,5   8
49mi6,8
49o0u,2 3 4 5 6
49pwu,0  2 3  5 6  8
49qfc,0   3     8
49uuw,1    5
49xmz,2 3  5 6  8
4a2th,1 2   5 6 7
4a2wx,1 2 3 4 5 6 7
4acgy,0   3     8
4aoto,8
4apr2,1 2   5 6 7 8
4arsh,1 2 3 4 5 6 7
4avli,0   3     8
4ayif,6  8
4b11u,0      6  8
4b82y,1 2  4 5 6
4bmig,3  5 6 7
4br7l,1 2 3 4 5 6 7
4brvi,1 2  4 5 6 7 8
4bs31,1 2  4 5 6 7
4bva5,1 2   5 6 7 8
4c7r1,1 2 3 4 5 6
4ce0o,0  2   5   8
4cf4i,0        8
